new_number,news_text,category,cat-l3
NID_2023-01-10-20_13043,Sturm und Starkregen hier drohen Hochwasser es werden ungemütlich Westströmung bringen stark Regen und heftig Sturmbö nach Deutschland in einige Gebiet drohen Hochwasser,video,technik
NID_2023-01-10-20_1142,Australien Stinkende Riesenblume Titanenwurz lösen Massenandrang aus Derzeit locken ein selten Riesenblume Tausend Besucher in ein botanisch Garten in Australien vor alle ihr Geruch machen sie zu etwas besondere,panorama,sonstiges
NID_2023-01-10-20_15216,Wetter in Deutschland Sturm und Starkregen hier drohen Hochwassergefahr es werden ungemütlich Westströmung bringen stark Regen und heftig Sturmbö nach Deutschland in einige Gebiet drohen Hochwasser,panorama,sonstiges
NID_2023-01-10-20_6602,Ibbenbüren NRW Lehrerin in Klassenzimmer töten 17 jähriger festnehmen in Ibbenbüren sollen ein Jugendliche sein Lehrerin mit ein Messer töten haben der Polizei nehmen er fest der Hintergrund sein noch unklar,panorama,sonstiges
NID_2023-01-10-20_10626,Peinlich Kampfpanzer Debatte Wladimir Putin lachen Deutschland aus Großbritannien werden wahrscheinlich Kampfpanzer an der Ukraine liefern damit erledig der Brite der Job der Deutschland haben erledigen müssen Peinlich für der Bundesregierung,politik,politik
NID_2023-01-10-20_6950,Iran Regime wollen Verstoß gegen Kopftuch Pflicht noch hart bestrafen Schen in der Vergangenheit sein der iranisch Regime bei fehlend oder falsch sitzend Kopftücher streng vorgehen der Strafe werden nun noch hart,politik,politik
NID_2023-01-10-20_13681,Ukraine Krieg Expertin Schwaches Rußland sein destabilisierend für Europa Tag 321 seit Kriegsbeginn der Sprecher von Olaf Scholz kontern ein Vorwurf aus der Kreml Wolodymyr Selenskyj lassen Truppe in besonders kritisch Region aufstocken alle Infos in der Newsblog,politik,politik
NID_2023-01-10-20_9558,nach silvester Randale Polizist leiden an Verletzung und Traumata es kommen immer mehr neu Detail über silvester Randalierer und verletzen Poliziste Foto spreepictuern,migration,migration
NID_2023-01-10-20_5801,Greuther Fürth verlieren XXL Testspiel gegen Rostock Fu 223 ball Zweitligist SpVgg Greuther F 252 rth haben sein zweit Testspiel in der Trainingslager in der T 252 rkei verlieren der Frank unterliegen Liga Konkurrent Hansa Rostock an der Dienstag mit 1 4 Kevin Schumacher Kai Pr 246 ger John Verhoek und Haris Duljevic treffen in der XXL Spiel 252 ber viermal 30 Minute f 252 r der norddeutsch Armindo Sieb erzieln der Ehrentreffer f 252 r der Franken 171 es sein gut 8230,2. bundesliga,sport
NID_2023-01-10-20_13704,Ukrain Militärexpert über Putins Feuerpause von Anfang an ein Finte ein Ankündigung der Kreml sorgen zuletzt für Aufsehen dahinter stecken Kalkül Putins zeigen ein Militärexpert in der Video auf und vermuten um welch Waffe es schon bald gehen können,politik,politik
NID_2023-01-10-20_11241,Rallye Dakar 2023 Zuschauer sterben bei Unfall d Rallye Dakar sein für ihr Gefahr bekennen regelmäßig verunglück Fahrer aber auch Zuschauer tödlich nun geben es wieder ein Todesfall,sport,sport
NID_2023-01-10-20_2188,Brasilien Hundert Bolsonaro Anhänger freilassen Sieg sein unser Nach der Sturm auf Regierungsgebäude sein einige hundert Anhänger der Ex Präsident wieder auf frei Fuß Ihr|ihr Freilassung feiern sie ausgelassen,politik,politik
NID_2023-01-10-20_4488,Eurojackpot an der Dienstag 10 01 2023 der Gewinnzahl und Quote der Eurojackpot gehören mit bis zu 120 Million Euro zu der groß Lotter jeden Dienstag und Freitag haben Sie|sie der Chance mit der richtig Gewinnzahl reich zu werden alle Infos und Quote finden Sie|sie hier,panorama,sonstiges
NID_2023-01-10-20_14289,Vermisstenfall Emanuela Orlandi Vatikan ermitteln erneut zu Cold Case in der Jahr 1983 sein ein damals 15 jährige Staatsbürgerin der Vatikan verschwinden kürzlich greifen Netflix der fall auf und nun ermitteln auch der Vatikan,panorama,sonstiges
NID_2023-01-10-20_3173,deutsch Soldat von Lawine verschütten drei Verletzte mehrere deutsch Soldat sein in der 246 sterreichischen Berg|Bergen von ein Lawine versch 252 tten werden der Schneemasse l 246 sen er|es|sie laut der Polizei in Tirol als ein 19 k 246 pfig Gruppe der Bundeswehr an der Dienstag in der Stubaier Alp Schneeh 246 hlen bauen haben F 252 nf Person werden demnach teilweise oder ganz von der etwa 30 Meter breit und 10 Meter lang Lawine 8230,wetter,wetter
NID_2023-01-10-21_3175,deutsch Soldat von Lawine verschütten Sie|sie graben provisorisch Schneeunterkunft und lösen dabei offenbar ein Lawine aus in österreich müssen mehrere deutsch Soldat aus der Berg|Bergen retten werden,panorama,sonstiges
NID_2023-01-10-21_5378,Gäsen bei der Schlagerabschied Jürgen Drews bekommen besonder Unterstützung der Sänger beandt an der Samstag sein Bühnenkarrier in der TV bei Jürgen Drews Schlagerabschied stehen er Weggefährt und Freund zu der Seite,unterhaltung,unterhaltung
NID_2023-01-14-10_2089,der Lage in Lützerath Polizei Kette dringen|drängen Demonstrant zurück Düsseldorf Sie|sie haben es tun Hundert Demonstrant haben er|es|sie aus der Gruppe nahe Foto David Young,demonstrationen,demonstration
NID_2023-01-14-18_1991,Désirée Nick über Dschungel Moderator Zugeknöpft politisch korrekt farblos der Königin der Dschungels sein zurück und knöpfen er|es|sie Jan Köppen vor Foto RTL Ruprecht Stempell Wolf Lux,dschungelcamp,fernsehen
NID_2023-01-14-21_3864,Handball Frankreich und Spanie in WM Hauptrunde Polen müssen zittern Olympiasieger Frankreich und weit Titelanwärter wie Spanien und Schweden stehen bei der Handball Weltmeisterschaft in der Hauptrunde,sport,sport
NID_2023-01-14-21_6816,Polizei und Demonstrant krachen bei Lützerath zusammen bei Zusammenstoß zwischen Klima Demonstrant und der Polizei vor der Dorf Lützerath in der deutsch Braunkohlerevier sein an der Samstag nach Polizeiangaben Mensch verletzen werden es haben Verletzte auf beide Seite geben sagen ein Polizeisprecher an der Samstagabend der deutsch Presse Agentur der genau Anzahl der verletzten Person und der nah Umstand der zu der Verletzung führen werden zunächst nicht bekannt,politik,politik
NID_2023-01-14-21_3898,Handball WM 2023 Gastgeber Polen müssen zittern Rekord Titelträger weit der haben er|es|sie der Polen sicher anders vorstellen Vor der letzt Partie der Gruppenphase müssen der Handball WM Gastgeber um der Weiterkommen zittern,sport,sport
NID_2023-01-14-23_3066,Florian Silbereisen innig Schmuseauftritt mit Beatrice Egli seit vier Jahr werden sie ein Liebelei angedichten Nun befeueren Florian Silbereisen und Beatrice Egli der Gerücht wieder einmal selbst,unterhaltung,unterhaltung
NID_2023-01-14-23_8054,stark Verhandlungsposition futsch verzockt er|es|sie BVB Star Moukoko Youssoufa Moukoko Moukoko verzocken gerade alle denn Haller sein auf der Überholspur Foto David Inderlied dpa,spielertransfer,sport
NID_2023-01-14-23_5367,lohnen er|es|sie der erst Tatort ohne Martina Bönisch nach der tragisch Tod von Martina Bönisch müssen Faber Herzog und Pawlak in der neu Tatort zu der erst Mal ohne der Kommissarin auskommen lohnen er|es|sie der Einschalten,unterhaltung,unterhaltung
NID_2023-01-14-23_3734,Grund sorgen für Kopfschüttel Tessa Bergmeier versagen bei Dschungelprüfung der Zuschauer schicken der Model an Tag zwei in der Dschungelprüfung doch Tessa Bergmeier stehen er|es|sie bei der Aufgabe vor alle selbst in der Weg,unterhaltung,unterhaltung
NID_2023-01-15-01_2253,doppelter Regelverstoß Dschungelcamper geraten aneinander in der Dschungel gelten streng Regel|Regeln allerdings wollen er|es|sie nicht alle Camper daran halten für Cosimo und Gigi geben es deshalb Konsequenz,unterhaltung,unterhaltung
NID_2023-01-15-02_8397,Tessa in der Hor Rohr Falle nach dies Dschungelprüfung geben s Beef Tag zwei in der Dschungelcamp und der erst Bewohner pfeifen auf der letzt Loch Foto RTL,dschungelcamp,fernsehen
NID_2023-01-15-04_2827,Expertin fordern Verfassungsrang für sozial Recht Österreich sein der einzig EU Land in der sozial Recht|Rechte nicht in der Verfassung verankern sein Dadurch sein aber der Recht auf wohnen Arbeit und Gesundheit etwas was der Politik umsetzen können aber nicht müssen kritisiert der österreichisch Juristin Karin Lukas es brauchen mehr Menschenwürde in unser Verfassung so Lukas bis Ende 2022 Präsidentin der europäisch Ausschuß für sozial Recht ECSR Sie|sie fordern dass der Regierung hier aktiv werden,arbeitslosigkeit,wirtschaft
NID_2023-01-15-05_8985,Vegetarisch Ernährung Wie gehen ich mit ein radikal vegetarisch Teenager um wenn Kind plötzlich Vegetarier werden besorgt der mitunter ihr Eltern fehlen sie nicht etwas der Therapeutin Maria Neophytou rät zu ein offen Herangehensweise,familie,familie
NID_2023-01-15-06_8384,Tennis Bänder reißen Zverevs Fußverletzung schwer als bekannt der Fußverletzung von Tennis Olympiasieger Alexander Zverev sein nach eigen Aussage schwer als in der Öffentlichkeit weitestgehend bekennen,sport,sport
NID_2023-01-15-06_3922,Handball WM Kabinen Dj Ernst treffen nicht immer der richtig Ton Simon Ernst treffen als neu Kabine DJ der deutsch Handballer bei der Weltmeisterschaft offenbar nicht immer der Musikgeschmack alle Teamkollege,sport,sport
NID_2023-01-15-07_7026,Quiz kennen Sie|sie dies Oldtimer testen Sie|sie ihr Auto wissen Sie|sie haben ein echtes Faible für Oldtimer dann stellen Sie|sie Ihr|ihr wissen bei dies Quiz unter Beweis kennen Sie|sie wirklich alle Auto Klassiker,auto,auto
NID_2023-01-15-07_7028,Quiz zu der Osten kennen Sie|sie dies DDR Persönlichkeite sein es Politik Sport oder Unterhaltung gar kein Problem mit Promis kennen Sie|sie er|es|sie schon immer aus wissen Sie|sie welch Promis in der DDR bekennen werden und können dies erkennen,leben,leben
NID_2023-01-15-07_743,Auto verkaufen Achtung Missbrauchsgefahren da messen|vergissen fast jed modern Auto sein rollend Computer Sie|sie sammeln und versenden viel Datum Um so wichtig sein es dies vor der Verkauf zu löschen,auto,auto
NID_2023-01-15-08_6358,Niederlande Star Memphis Depay vor Wechsel zu Atlético Madrid d WM sein vorbei und der Klubfußball sein zurück in der Fokus besonders interessanen werden es auf der Transfermarkt der wieder öffnen sein,sport,sport
NID_2023-01-15-08_8741,Ukraine Krieg Zahl der Tote nach Raketenangriff in Dnipro steigen ein Raketenangriff auf Dnipro haben zahlreich Mensch der Leben kosten Großbritannien wollen 14 Kampfpanzer zu der Verfügung stellen ein Überblick,politik,politik
NID_2023-01-15-08_6521,Opel Manta Co dies Auto Klassiker sein bald wieder da als E Autos Renault 5 Isetta Citroën Méhari viel Auto Legenden haben bis heute treu Fan und kehren deshalb in modern Form zurück sieben Comebacks in der checken,auto,auto
NID_2023-01-15-08_3874,Handball nach Spitze|schwarzer Kritik deutsch Schiedsrichterinnen gelassen der deutsch WM Unparteiisch Maike Merz und Tanja Kuttler haben lassen auf der Kritik der ehemalig Handball Nationalspielers Christian Spitze|schwarzer an der Einsatz von Schiedsrichterinnen bei der Mann WM reagieren,sport,sport
NID_2023-01-15-09_1160,BILDplus Inhalt Geldtransporter aufgesprengen sein hier sechs Million Euro verbrennen bisher können nur ein gering Teil der Geld aus der Panzerwage sicherstellen werden Foto Imago BeckerBredel,fahndungen,kriminalitaet
NID_2023-01-15-09_10001,Zverev wollen der Rhythmus Niemeier der Revanche mit gedämpft Erwartung starten Rückkehrer Alexander Zverev bei der Australian Open ein Auftakterfolg sein aber Pflicht auf Jul Niemeier warten dagegen der vermeintlich schwer Gegnerin,tennis,sport
NID_2023-01-15-09_719,Australian Open Zverev wollen der Rhythmus Niemeier der Revanche ein letzt Mal kreisen Alexander Zverevs Gedanke noch um jen verhängnisvoll Unfall vor mehr als sieben Monat dann schalten der Tennis Olympiasieger auf Neustart um,sport,sport
NID_2023-01-15-09_5416,Lotto in der USA Mega Jackpot mit 1 35 Milliarde Dollar knacken Freitag der 13 bringen Unglück der gelten nicht für ein Lottospieler aus der USA er erspielen der Mega Jackpot,panorama,sonstiges
NID_2023-01-15-09_7645,seit Dienstagabend vermissen wer haben Michael S 45 aus Kiel sehen seit Dienstagabend suchen der Polizei nach Michael S 45 aus Kiel Foto Polizeidirektion Kiel,fahndungen,kriminalitaet
NID_2023-01-15-09_7645,seit Dienstagabend vermissen wer haben Michael S 45 aus Kiel sehen seit Dienstagabend suchen der Polizei nach Michael S 45 aus Kiel Foto Polizeidirektion Kiel,vermisst,kriminalitaet
NID_2023-01-15-09_2751,es brodeln Kritik an Umbaupläne für der Tierhaltung wie sehen man an der Schnitzel dass ein Schwein einmal gut halten werden ein Logo sollen der bald klar machen auch ein Förderung für Tierhalter kommen in Sicht doch es geben Ärger um der Ausgestaltung,lebensmittel,lebensmittel
NID_2023-01-15-09_2751,es brodeln Kritik an Umbaupläne für der Tierhaltung wie sehen man an der Schnitzel dass ein Schwein einmal gut halten werden ein Logo sollen der bald klar machen auch ein Förderung für Tierhalter kommen in Sicht doch es geben Ärger um der Ausgestaltung,tiere,tiere
NID_2023-01-15-09_2751,es brodeln Kritik an Umbaupläne für der Tierhaltung wie sehen man an der Schnitzel dass ein Schwein einmal gut halten werden ein Logo sollen der bald klar machen auch ein Förderung für Tierhalter kommen in Sicht doch es geben Ärger um der Ausgestaltung,verbraucher,verbraucher
NID_2023-01-15-09_6879,Präsident Biden erklären für Kalifornien der Katastrophenfall Winterstürme Überschwemmung Erdrutsch und Schlammlawinen beuteln der US Westküstenstaat Kalifornien der Regenmasse lassen nicht nach bislang sein 19 Mensch um der Leben kommen,unwetter,wetter
NID_2023-01-15-09_6879,Präsident Biden erklären für Kalifornien der Katastrophenfall Winterstürme Überschwemmung Erdrutsch und Schlammlawinen beuteln der US Westküstenstaat Kalifornien der Regenmasse lassen nicht nach bislang sein 19 Mensch um der Leben kommen,wetter,wetter
NID_2023-01-15-09_8667,TV Quot DSDS Comeback mit Bohl überrascht Silbereisen sehen dagegen alt aus Dieter Bohle sein zurück als Chefjuror von Deutschland suchen der Superstar der Rückkehr zu RTL scheinen der Sender Aufwind verleihen zu haben,unterhaltung,unterhaltung
NID_2023-01-15-09_1052,Betrugsvorwurf gegen Eike Immel Geschäftsmann wollen Ex Torhut anzeigen Dem ehemalig Nationaltorwart Eike Immel drohen ein Betrugsanzeige ein Geschäftspartner fordern 18 000 Euro von er zurück,sport,sport
NID_2023-01-15-09_4062,Herrmann Wick verzichten auf Biathlon Massenstart Olympiasiegerin Denise Herrmann Wick verzichten bei der Biathlon Weltcup in Ruhpolding auf ein Teilnahme in der abschlie 223 enden Massenstart wie der deutsch Skiverband DSV an der Sonntag mitteilen f 252 hlen er|es|sie der 34 j 228 hrigen S 228 chsin 171 nach der intensiven Belastung der vergangen Tag nicht zu 100 Prozent fit 187 mit Blick auf der Heim WM in Oberhof 8 bis 19 Februar sollen 171 nach R 252 cksprache mit Trainer 8230,biathlon,sport
NID_2023-01-15-09_4062,Herrmann Wick verzichten auf Biathlon Massenstart Olympiasiegerin Denise Herrmann Wick verzichten bei der Biathlon Weltcup in Ruhpolding auf ein Teilnahme in der abschlie 223 enden Massenstart wie der deutsch Skiverband DSV an der Sonntag mitteilen f 252 hlen er|es|sie der 34 j 228 hrigen S 228 chsin 171 nach der intensiven Belastung der vergangen Tag nicht zu 100 Prozent fit 187 mit Blick auf der Heim WM in Oberhof 8 bis 19 Februar sollen 171 nach R 252 cksprache mit Trainer 8230,wintersport,sport
NID_2023-01-15-09_7968,spitz Netz und Leder Star in sexy Looks bei Schlagerabschied für der groß Schlagerabschied von Jürgen Drews haben er|es|sie der Promis herausgeputzt Dabei gewährt ein Sängerin besonders tief Einblick,unterhaltung,unterhaltung
NID_2023-01-15-09_7179,Rekordjahr für Fahnder an der Kokain Tor Europa blutig folgen Fahnder stellen in der Hafen von Antwerpen und Rotterdam Rekordmengen von Kokain sicher Schärfere Maßnahme haben Erfolg aber der Narco Bande reagi schnell und brutal,drogen,drogen
NID_2023-01-15-09_7179,Rekordjahr für Fahnder an der Kokain Tor Europa blutig folgen Fahnder stellen in der Hafen von Antwerpen und Rotterdam Rekordmengen von Kokain sicher Schärfere Maßnahme haben Erfolg aber der Narco Bande reagi schnell und brutal,kokain,polizei
NID_2023-01-15-10_5341,Liverpool Pleite gegen Brighton Jürgen Klopp rechnen mit er|es|sie selbst ab der Saison der FC Liverpool laufen ganz anders als erwarten nach ein überraschend deutlich Niederlage in Brighton spart Trainer Jürgen Klopp nicht mit Kritik an er|es|sie selbst,sport,sport
